3167100, 0
3167200, 0
3167300, 0
3167400, 0
3167500, 0
3167600, 0
3167700, 0
3167800, 0
3167900, 0
3168000, 0
3168100, 0
3168200, 0
3168300, 0
3168400, 0
3168500, 0
3168600, 0
3168700, 0
3168800, 0
3168900, 0
3169000, 0
3169100, 0
3169200, 0
3169300, 0
3169400, 0
3169500, 0
3169600, 0
3169700, 0
3169800, 0
3169900, 0
3170000, 0
3170100, 0
3170200, 0
3170300, 0
3170400, 0
3170500, 0
3170600, 0
3170700, 0
3170800, 0
3170900, 0
3171000, 0
3171100, 0
3171200, 0
3171300, 0
3171400, 0
3171500, 0
3171600, 0
3171700, 0
3171800, 0
3171900, 0
3172000, 0
3172100, 0
3172200, 0
3172300, 0
3172400, 0
3172500, 0
3172600, 0
3172700, 0
3172800, 0
3172900, 0
3173000, 0
3173100, 0
3173200, 0
3173300, 0
3173400, 0
3173500, 0
3173600, 0
3173700, 0
3173800, 0
3173900, 0
3174000, 0
3174100, 0
3174200, 0
3174300, 0
3174400, 0
3174500, 0
3174600, 0
3174700, 0
3174800, 0
3174900, 0
3175000, 0
3175100, 0
3175200, 0
3175300, 0
3175400, 0
3175500, 0
3175600, 0
3175700, 0
3175800, 0
3175900, 0
3176000, 0
3176100, 0
3176200, 0
3176300, 0
3176400, 0
3176500, 0
3176600, 0
3176700, 0
3176800, 0
3176900, 0
3177000, 0
3177100, 0
3177200, 0
3177300, 0
3177400, 0
3177500, 0
3177600, 0
3177700, 0
3177800, 0
3177900, 0
3178000, 0
3178100, 0
3178200, 0
3178300, 0
3178400, 0
3178500, 0
3178600, 0
3178700, 0
3178800, 0
3178900, 0
3179000, 0
3179100, 0
3179200, 0
3179300, 0
3179400, 0
3179500, 0
3179600, 0
3179700, 0
3179800, 0
3179900, 0
3180000, 0
3180100, 0
3180200, 0
3180300, 0
3180400, 0
3180500, 0
3180600, 0
3180700, 0
3180800, 0
3180900, 0
3181000, 0
3181100, 0
3181200, 0
3181300, 0
